product_id,product_name,category,price,cost
3328,Nike Air Max 482,Footwear,184.98,424
3329,Asus ROG Zephyrus 143,Computers,240,61
3330,Logitech MX Master 3S 956,Electronics,104.24,196
3331,MacBook Air M3 761,Computers,165.78,139
3332,Dell XPS 13 891,Computers,740.48,279
3333,Samsung Charger 435,Accessories,1128.48,139
3334,MacBook Air M3 683,Computers,1321.43,276
3335,Urban Ladder Sofa 407,Furniture,1459.04,188
3336,Godrej Bed 354,Furniture,882.2,312
3337,MacBook Air M3 983,Computers,1028.06,172
3338,Anker Power Bank 243,Accessories,1398.99,155
3339,Rich Dad Poor Dad 751,Books,1126.28,86
3340,Gap Cargo Pants 714,Apparel,1438.11,65
3341,Dove Shampoo 315,Personal Care,338.04,441
3342,The Lean Startup 884,Books,1020.34,136
3343,Dyson Vacuum Cleaner 893,Home Appliances,1396.65,91
3344,Samsung Galaxy S24 867,Electronics,1140.19,170
3345,Zara Linen Shirt 319,Apparel,785.07,365
3346,Sapiens 954,Books,119.49,424
3347,Samsung Charger 528,Accessories,1485.9,378
3348,The Lean Startup 961,Books,964.16,362
3349,Aashirvaad Atta 903,Grocery,120.82,26
3350,Nivea Cream 738,Personal Care,630.97,168
3351,Kellogg’s Corn Flakes 489,Grocery,748.85,343
3352,Uniqlo Hoodie 996,Apparel,663.76,63
3353,Nestlé Milk Powder 583,Grocery,1252.88,312
3354,Gap Cargo Pants 196,Apparel,179.2,81
3355,Nilkamal Wardrobe 501,Furniture,303.32,489
3356,Samsung Galaxy S24 388,Electronics,967.15,208
3357,Gap Cargo Pants 927,Apparel,253.23,335
3358,Logitech MX Master 3S 619,Electronics,1253.01,139
3359,Godrej Bed 673,Furniture,302.52,53
3360,Sony Earbuds 128,Accessories,991.77,301
3361,Pepperfry Chair 493,Furniture,531.67,299
3362,Sony Earbuds 643,Accessories,954.28,153
3363,HP Mouse 602,Accessories,76.11,354
3364,Anker Power Bank 136,Accessories,1184.08,442
3365,Reebok Classic 402,Footwear,1036.16,439
3366,Uniqlo Hoodie 180,Apparel,330.87,10
3367,Gap Cargo Pants 629,Apparel,660.32,206
3368,Anker Power Bank 719,Accessories,727.05,139
3369,Prestige Cookware Set 405,Home Appliances,49.13,225
3370,Asus ROG Zephyrus 233,Computers,646.31,473
3371,Urban Ladder Sofa 984,Furniture,174.64,325
3372,Dyson Vacuum Cleaner 562,Home Appliances,809.74,99
3373,Whirlpool Refrigerator 447,Home Appliances,1266.33,305
3374,Philips Air Fryer 510,Home Appliances,1068.88,52
3375,Levi’s 511 Jeans 769,Apparel,678.97,190
3376,Sony WH-1000XM5 324,Electronics,1497.99,162
3377,Prestige Cookware Set 126,Home Appliances,1145.73,139
3378,Adidas Ultraboost 814,Footwear,269.42,104
3379,Philips Air Fryer 638,Home Appliances,307.15,59
3380,Uniqlo Hoodie 551,Apparel,1022.93,447
3381,Prestige Cookware Set 541,Home Appliances,1181.04,177
3382,Nike Air Max 314,Footwear,1392.07,162
3383,IKEA Dining Table 105,Furniture,138.99,439
3384,Zara Linen Shirt 488,Apparel,1187.22,58
3385,Nike Air Max 881,Footwear,728.7,28
3386,Anker Power Bank 201,Accessories,567.97,116
3387,IKEA Dining Table 904,Furniture,1342.59,484
3388,Nivea Cream 942,Personal Care,721.2,274
3389,LG Washing Machine 586,Home Appliances,1087.03,32
3390,Urban Ladder Sofa 288,Furniture,253.87,216
3391,Aashirvaad Atta 511,Grocery,1318.55,66
3392,Sapiens 480,Books,239.59,425
3393,New Balance 574 922,Footwear,1458.26,276
3394,MacBook Air M3 809,Computers,1441.32,307
3395,Uniqlo Hoodie 891,Apparel,363.16,119
3396,Whirlpool Refrigerator 742,Home Appliances,1128.39,99
3397,Prestige Cookware Set 348,Home Appliances,460.27,415
3398,Apple iPhone 15 488,Electronics,65.38,384
3399,Logitech MX Master 3S 905,Electronics,544.22,391
3400,Samsung Galaxy S24 466,Electronics,854.07,308
3401,Gap Cargo Pants 440,Apparel,424.72,14
3402,Godrej Bed 443,Furniture,548.66,300
3403,Dettol Sanitizer 961,Personal Care,1258.82,64
3404,Samsung Galaxy S24 995,Electronics,904.24,137
3405,Sony Earbuds 667,Accessories,898.27,273
3406,IKEA Dining Table 807,Furniture,869.62,499
3407,Nestlé Milk Powder 139,Grocery,1202.16,412
3408,HP Mouse 683,Accessories,734.3,363
3409,Amul Butter 465,Grocery,835.88,368
3410,Adidas Ultraboost 833,Footwear,1005.95,475
3411,Dove Shampoo 213,Personal Care,505.49,35
3412,Godrej Bed 494,Furniture,42.98,35
3413,LG Washing Machine 136,Home Appliances,1403.12,400
3414,Pepperfry Chair 364,Furniture,1364.97,38
3415,Urban Ladder Sofa 911,Furniture,1191.52,248
3416,Amul Butter 996,Grocery,1420.02,191
3417,Apple AirPods 848,Accessories,69.23,198
3418,MacBook Air M3 171,Computers,370.78,58
3419,Tata Tea Premium 559,Grocery,244.05,11
3420,Deep Work 203,Books,512.28,249
3421,IKEA Dining Table 494,Furniture,1228.41,47
3422,Colgate Toothpaste 857,Personal Care,684.48,185
3423,Apple AirPods 102,Accessories,303.88,320
3424,Philips Air Fryer 234,Home Appliances,202.2,396
3425,Dettol Sanitizer 856,Personal Care,304.28,156
3426,Levi’s 511 Jeans 781,Apparel,409.68,223
3427,Sapiens 748,Books,72.72,455
3428,Reebok Classic 240,Footwear,494.44,166
3429,Dyson Vacuum Cleaner 630,Home Appliances,72.86,268
3430,Whirlpool Refrigerator 957,Home Appliances,715.78,265
3431,Rich Dad Poor Dad 164,Books,963.48,157
3432,Philips Air Fryer 448,Home Appliances,864.1,316
3433,Logitech MX Master 3S 643,Electronics,737.19,278
3434,Sapiens 326,Books,9.48,478
3435,H&M Cotton T-Shirt 533,Apparel,1449.53,426
3436,Dyson Vacuum Cleaner 259,Home Appliances,393.13,350
3437,Logitech MX Master 3S 963,Electronics,761.79,441
3438,HP Envy 15 296,Computers,15.04,151
3439,LG Washing Machine 975,Home Appliances,629.04,259
3440,Nike Air Max 400,Footwear,156.35,119
3441,Aashirvaad Atta 887,Grocery,1402.32,125
3442,Deep Work 906,Books,1236.8,224
3443,HP Mouse 538,Accessories,151.77,253
3444,Levi’s 511 Jeans 700,Apparel,1057.55,428
3445,Rich Dad Poor Dad 430,Books,732.96,460
3446,Anker Power Bank 683,Accessories,704.26,263
3447,JBL Flip 6 982,Electronics,454.9,162
3448,Dettol Sanitizer 146,Personal Care,134.45,130
3449,Anker Power Bank 125,Accessories,461.55,445
3450,Colgate Toothpaste 899,Personal Care,361.06,452
3451,HP Envy 15 650,Computers,745.26,468
3452,Deep Work 114,Books,675.49,165
3453,Reebok Classic 439,Footwear,932.27,263
3454,Dyson Vacuum Cleaner 411,Home Appliances,656.77,372
3455,Dell XPS 13 793,Computers,533.64,169
3456,Logitech MX Master 3S 734,Electronics,898.25,263
3457,Uniqlo Hoodie 898,Apparel,1207.17,160
3458,JBL Flip 6 245,Electronics,940.67,356
3459,Rich Dad Poor Dad 309,Books,572.47,359
3460,Colgate Toothpaste 891,Personal Care,255.11,41
3461,Kellogg’s Corn Flakes 883,Grocery,1257.63,464
3462,Godrej Bed 938,Furniture,54.95,100
3463,Prestige Cookware Set 927,Home Appliances,145.15,447
3464,The Lean Startup 109,Books,822.11,333
3465,The Lean Startup 141,Books,1347.85,13
3466,Atomic Habits 839,Books,868.58,468
3467,Rich Dad Poor Dad 555,Books,680.2,183
3468,Deep Work 296,Books,765,38
3469,Kellogg’s Corn Flakes 674,Grocery,481.97,427
3470,New Balance 574 672,Footwear,517.99,294
3471,Whirlpool Refrigerator 307,Home Appliances,1061.69,208
3472,Colgate Toothpaste 339,Personal Care,1228.8,172
3473,H&M Cotton T-Shirt 463,Apparel,1134.88,303
3474,Aashirvaad Atta 658,Grocery,824.22,327
3475,Tata Tea Premium 934,Grocery,272.26,246
3476,Atomic Habits 343,Books,1303.79,98
3477,Nilkamal Wardrobe 392,Furniture,756.76,70
3478,Samsung Charger 862,Accessories,948.75,374
3479,Adidas Ultraboost 143,Footwear,306.44,317
3480,Nilkamal Wardrobe 411,Furniture,635.4,100
3481,Sapiens 481,Books,445.21,107
3482,Urban Ladder Sofa 836,Furniture,1066.18,200
3483,Dyson Vacuum Cleaner 473,Home Appliances,92.99,69
3484,Lenovo ThinkPad X1 193,Computers,1020.78,467
3485,Pepperfry Chair 374,Furniture,488.73,410
3486,Godrej Bed 628,Furniture,312.95,355
3487,Sapiens 464,Books,268.53,227
3488,HP Envy 15 744,Computers,1457.05,220
3489,Asus ROG Zephyrus 463,Computers,652.85,179
3490,Nike Air Max 430,Footwear,1260.28,119
3491,Amul Butter 704,Grocery,579.15,236
3492,JBL Flip 6 960,Electronics,928.08,263
3493,Urban Ladder Sofa 248,Furniture,398.3,287
3494,Nilkamal Wardrobe 842,Furniture,321.95,473
3495,Philips Air Fryer 268,Home Appliances,254.33,97
3496,Atomic Habits 277,Books,51.89,296
3497,Levi’s 511 Jeans 805,Apparel,644.93,98
3498,Samsung Galaxy S24 596,Electronics,764.8,290
3499,LG Washing Machine 690,Home Appliances,1142.51,93
3500,Tata Tea Premium 355,Grocery,852.5,18
3501,Colgate Toothpaste 934,Personal Care,1010.36,234
3502,Nivea Cream 829,Personal Care,943.58,170
3503,Nestlé Milk Powder 214,Grocery,467.16,498
3504,Aashirvaad Atta 374,Grocery,464.71,337
3505,Apple iPhone 15 115,Electronics,977.24,140
3506,Samsung Charger 228,Accessories,1230.91,168
3507,Anker Power Bank 382,Accessories,525.18,394
3508,Tata Tea Premium 461,Grocery,566.88,378
3509,Levi’s 511 Jeans 444,Apparel,367.83,197
3510,Uniqlo Hoodie 545,Apparel,666.48,129
3511,Aashirvaad Atta 372,Grocery,868.69,233
3512,New Balance 574 789,Footwear,1155.81,221
3513,MacBook Air M3 883,Computers,471.1,244
3514,Amul Butter 473,Grocery,50.22,166
3515,Asus ROG Zephyrus 147,Computers,806.91,338
3516,Samsung Galaxy S24 322,Electronics,1315.71,366
3517,Gap Cargo Pants 712,Apparel,430.18,208
3518,Dettol Sanitizer 117,Personal Care,493.76,90
3519,Sony WH-1000XM5 279,Electronics,793.88,324
3520,Nestlé Milk Powder 263,Grocery,838.66,96
3521,New Balance 574 566,Footwear,1260.42,177
3522,Dyson Vacuum Cleaner 462,Home Appliances,254.38,477
3523,Rich Dad Poor Dad 967,Books,320.18,107
3524,Nilkamal Wardrobe 904,Furniture,1462.26,283
3525,Apple AirPods 988,Accessories,231.02,195
3526,HP Envy 15 974,Computers,186.29,159
3527,Samsung Galaxy S24 257,Electronics,600.77,127
3528,Adidas Ultraboost 204,Footwear,924.6,335
3529,LG Washing Machine 722,Home Appliances,1433.74,280
3530,Dyson Vacuum Cleaner 983,Home Appliances,78.35,128
3531,Asus ROG Zephyrus 234,Computers,106.99,327
3532,Gap Cargo Pants 680,Apparel,428.14,62
3533,Aashirvaad Atta 638,Grocery,638.68,70
3534,Prestige Cookware Set 889,Home Appliances,725.3,331
3535,Sony WH-1000XM5 737,Electronics,1359.01,347
3536,Prestige Cookware Set 138,Home Appliances,517.06,73
3537,The Lean Startup 581,Books,665.05,393
3538,Levi’s 511 Jeans 782,Apparel,872.18,230
3539,Tata Tea Premium 289,Grocery,188.98,498
3540,HP Envy 15 210,Computers,1195.33,269
3541,Nike Air Max 237,Footwear,927.77,425
3542,Puma RS-X 733,Footwear,233.27,188
3543,Dove Shampoo 354,Personal Care,1345.4,75
3544,Asus ROG Zephyrus 541,Computers,1401.18,494
3545,Sapiens 912,Books,1162.71,203
3546,Logitech MX Master 3S 838,Electronics,145.84,55
3547,MacBook Air M3 946,Computers,1326.35,177
3548,Levi’s 511 Jeans 589,Apparel,1450.76,40
3549,The Lean Startup 841,Books,457.78,471
3550,Samsung Galaxy S24 506,Electronics,99.06,391
3551,HP Mouse 438,Accessories,74.41,461
3552,Samsung Charger 894,Accessories,1309.15,355
3553,Levi’s 511 Jeans 839,Apparel,53.22,270
3554,IKEA Dining Table 295,Furniture,346.3,131
3555,Philips Air Fryer 899,Home Appliances,588.56,205
3556,Nike Air Max 827,Footwear,514.48,352
3557,IKEA Dining Table 881,Furniture,224.07,12
3558,The Lean Startup 642,Books,592.43,325
3559,Asus ROG Zephyrus 870,Computers,959.39,65
3560,Apple AirPods 651,Accessories,722.83,473
3561,IKEA Dining Table 270,Furniture,560.77,21
3562,Tata Tea Premium 961,Grocery,917.32,271
3563,Pepperfry Chair 218,Furniture,1359.6,87
3564,Apple AirPods 156,Accessories,619.88,126
3565,Whirlpool Refrigerator 511,Home Appliances,712.32,135
3566,Whirlpool Refrigerator 838,Home Appliances,1264.39,136
3567,Colgate Toothpaste 364,Personal Care,947.2,184
3568,Sapiens 350,Books,1263.71,263
3569,Uniqlo Hoodie 554,Apparel,422.13,192
3570,Atomic Habits 933,Books,719.37,157
3571,Prestige Cookware Set 280,Home Appliances,459.26,135
3572,The Lean Startup 110,Books,1145.46,199
3573,Apple iPhone 15 942,Electronics,392.96,455
3574,Samsung Galaxy S24 327,Electronics,1138.62,32
3575,Uniqlo Hoodie 575,Apparel,1001.86,263
3576,Pepperfry Chair 832,Furniture,1300.87,57
3577,Sapiens 912,Books,776.84,280
3578,Nestlé Milk Powder 346,Grocery,421.07,481
3579,Kellogg’s Corn Flakes 120,Grocery,348.97,211
3580,Dettol Sanitizer 359,Personal Care,460.29,337
3581,New Balance 574 366,Footwear,974.76,486
3582,Asus ROG Zephyrus 900,Computers,739.86,491
3583,HP Mouse 222,Accessories,296.25,159
3584,Puma RS-X 638,Footwear,1359.99,113
3585,Apple iPhone 15 858,Electronics,59.23,269
3586,Dell XPS 13 869,Computers,844.91,135
3587,Adidas Ultraboost 109,Footwear,452.77,52
3588,Gap Cargo Pants 482,Apparel,630.67,124
3589,Dove Shampoo 634,Personal Care,472.5,176
3590,Uniqlo Hoodie 578,Apparel,1103.34,30
3591,Asus ROG Zephyrus 728,Computers,974.48,90
3592,Adidas Ultraboost 906,Footwear,900.28,438
3593,Samsung Galaxy S24 309,Electronics,1336.56,124
3594,Atomic Habits 820,Books,857.28,24
3595,Dell XPS 13 169,Computers,329,386
3596,Whirlpool Refrigerator 960,Home Appliances,1380.92,207
3597,New Balance 574 955,Footwear,22.78,459
3598,Nivea Cream 611,Personal Care,281.1,334
3599,Ponds Face Wash 856,Personal Care,774.69,312
3600,Gap Cargo Pants 587,Apparel,1455.45,229
3601,Godrej Bed 822,Furniture,1390,379
3602,LG Washing Machine 507,Home Appliances,1336.93,476
3603,Samsung Charger 201,Accessories,161.63,456
3604,MacBook Air M3 603,Computers,1471.91,118
3605,Whirlpool Refrigerator 952,Home Appliances,1446.23,338
3606,Lenovo ThinkPad X1 586,Computers,437.17,374
3607,Samsung Charger 128,Accessories,775.26,441
3608,Nilkamal Wardrobe 673,Furniture,690.5,309
3609,Samsung Galaxy S24 754,Electronics,1084.69,311
3610,Dell XPS 13 184,Computers,577.89,383
3611,Reebok Classic 430,Footwear,896.11,73
3612,Whirlpool Refrigerator 693,Home Appliances,439.51,330
3613,Nestlé Milk Powder 734,Grocery,818.35,103
3614,Levi’s 511 Jeans 148,Apparel,735.39,48
3615,Dettol Sanitizer 486,Personal Care,1085.2,462
3616,IKEA Dining Table 242,Furniture,229.15,486
3617,Anker Power Bank 465,Accessories,1010.09,481
3618,Logitech MX Master 3S 656,Electronics,557.36,450
3619,IKEA Dining Table 757,Furniture,1337.67,194
3620,Whirlpool Refrigerator 341,Home Appliances,1008.79,289
3621,Atomic Habits 616,Books,917.02,213
3622,MacBook Air M3 640,Computers,1329.92,415
3623,Logitech MX Master 3S 557,Electronics,109.76,211
3624,Zara Linen Shirt 499,Apparel,1196.57,127
3625,Colgate Toothpaste 859,Personal Care,1124.87,380
3626,Godrej Bed 867,Furniture,54.2,496
3627,Ponds Face Wash 665,Personal Care,581.22,266
3628,Godrej Bed 452,Furniture,454.21,459
3629,Dyson Vacuum Cleaner 826,Home Appliances,1269.03,397
3630,Tata Tea Premium 822,Grocery,1478.93,63
3631,Rich Dad Poor Dad 126,Books,239.99,348
3632,Samsung Galaxy S24 678,Electronics,489.35,242
3633,Deep Work 815,Books,456.39,477
3634,Asus ROG Zephyrus 505,Computers,75.58,26
3635,Nivea Cream 753,Personal Care,842.92,175
3636,Samsung Charger 338,Accessories,924.29,104
3637,Urban Ladder Sofa 639,Furniture,1436.43,260
3638,Rich Dad Poor Dad 933,Books,266.74,55
3639,HP Mouse 130,Accessories,1118.49,17
3640,New Balance 574 632,Footwear,128.79,37
3641,Kellogg’s Corn Flakes 420,Grocery,1113.23,425
3642,Ponds Face Wash 263,Personal Care,764.15,328
3643,JBL Flip 6 683,Electronics,321.03,61
3644,Apple iPhone 15 681,Electronics,477.86,403
3645,Dove Shampoo 953,Personal Care,751.81,362
3646,Samsung Galaxy S24 733,Electronics,545.62,336
3647,Nestlé Milk Powder 821,Grocery,523.55,74
3648,Dell XPS 13 713,Computers,1196.21,75
3649,Sony WH-1000XM5 403,Electronics,246.44,199
3650,Urban Ladder Sofa 257,Furniture,960.08,464
3651,Nike Air Max 810,Footwear,1255.9,26
3652,Levi’s 511 Jeans 593,Apparel,579.58,123
3653,Urban Ladder Sofa 963,Furniture,1259.17,95
3654,Lenovo ThinkPad X1 926,Computers,1340.26,302
3655,Anker Power Bank 507,Accessories,407.72,174
3656,Adidas Ultraboost 688,Footwear,759,424
3657,Deep Work 724,Books,1035.29,458
3658,Tata Tea Premium 886,Grocery,1286.51,262
3659,Sony WH-1000XM5 247,Electronics,340.03,114
3660,Godrej Bed 809,Furniture,115.03,178
3661,Levi’s 511 Jeans 737,Apparel,1265.76,382
3662,Samsung Charger 960,Accessories,723.58,326
3663,Atomic Habits 664,Books,335.06,159
3664,Nestlé Milk Powder 356,Grocery,46.33,374
3665,Gap Cargo Pants 841,Apparel,57.88,146
3666,Sony Earbuds 586,Accessories,1412.17,14
3667,MacBook Air M3 192,Computers,1422.78,476
3668,Samsung Charger 316,Accessories,733.18,191
3669,Lenovo ThinkPad X1 655,Computers,394.6,191
3670,Nike Air Max 470,Footwear,452.46,267
3671,H&M Cotton T-Shirt 303,Apparel,1050.54,112
3672,Ponds Face Wash 328,Personal Care,1468.96,184
3673,Godrej Bed 397,Furniture,840.36,221
3674,Whirlpool Refrigerator 210,Home Appliances,1467.15,264
3675,Samsung Charger 617,Accessories,1305.9,497
3676,Puma RS-X 850,Footwear,186.76,362
3677,Amul Butter 405,Grocery,240.76,444
3678,H&M Cotton T-Shirt 769,Apparel,1309.82,246
3679,Nike Air Max 179,Footwear,1226.64,241
3680,Sony Earbuds 797,Accessories,1061.54,43
3681,Whirlpool Refrigerator 705,Home Appliances,1032.07,88
3682,The Lean Startup 399,Books,642.41,53
3683,Amul Butter 442,Grocery,971.61,246
3684,New Balance 574 283,Footwear,637.79,333
3685,MacBook Air M3 870,Computers,488.92,213
3686,Asus ROG Zephyrus 855,Computers,1449.02,200
3687,Tata Tea Premium 914,Grocery,778.83,22
3688,Levi’s 511 Jeans 720,Apparel,432.61,297
3689,Colgate Toothpaste 618,Personal Care,332.84,108
3690,Prestige Cookware Set 412,Home Appliances,951.42,34
3691,Amul Butter 615,Grocery,244.6,88
3692,Aashirvaad Atta 619,Grocery,983.77,409
3693,Ponds Face Wash 454,Personal Care,1000.14,243
3694,Godrej Bed 864,Furniture,825.13,51
3695,Godrej Bed 251,Furniture,139.3,157
3696,Reebok Classic 714,Footwear,1360.11,225
3697,Anker Power Bank 294,Accessories,1015.86,353
3698,Pepperfry Chair 115,Furniture,1101.8,463
3699,Asus ROG Zephyrus 430,Computers,893.29,389
3700,Dell XPS 13 466,Computers,1446.08,276
3701,Zara Linen Shirt 766,Apparel,1457.14,145
3702,Dell XPS 13 279,Computers,1159.27,178
3703,Anker Power Bank 329,Accessories,196.75,419
3704,JBL Flip 6 767,Electronics,137.95,126
3705,Gap Cargo Pants 715,Apparel,1335.94,302
3706,Nilkamal Wardrobe 490,Furniture,580.61,311
3707,Samsung Charger 740,Accessories,801.98,109
3708,Zara Linen Shirt 465,Apparel,138.69,76
3709,JBL Flip 6 802,Electronics,609.13,38
3710,Asus ROG Zephyrus 801,Computers,1118.86,315
3711,Godrej Bed 938,Furniture,1176.84,241
3712,Dettol Sanitizer 403,Personal Care,283.27,220
3713,Nilkamal Wardrobe 797,Furniture,858.6,424
3714,Nivea Cream 878,Personal Care,1070.15,436
3715,Sony Earbuds 529,Accessories,262.54,277
3716,JBL Flip 6 992,Electronics,1150.18,207
3717,Asus ROG Zephyrus 737,Computers,1405.69,16
3718,Samsung Charger 333,Accessories,251.48,352
3719,Pepperfry Chair 655,Furniture,715.13,26
3720,Zara Linen Shirt 881,Apparel,804.97,361
3721,HP Mouse 250,Accessories,1280.17,382
3722,Kellogg’s Corn Flakes 514,Grocery,765.25,156
3723,Adidas Ultraboost 734,Footwear,140.88,109
3724,Nike Air Max 648,Footwear,914.27,121
3725,Nestlé Milk Powder 887,Grocery,985.35,211
3726,IKEA Dining Table 826,Furniture,91.69,222
3727,HP Envy 15 241,Computers,829.93,88
3728,Dove Shampoo 459,Personal Care,947.79,97
3729,HP Envy 15 532,Computers,121.32,437
3730,Nivea Cream 435,Personal Care,1436.26,370
3731,Prestige Cookware Set 658,Home Appliances,612.23,101
3732,New Balance 574 398,Footwear,387.52,78
3733,Sony WH-1000XM5 535,Electronics,698.06,27
3734,Lenovo ThinkPad X1 218,Computers,1180.06,205
3735,Zara Linen Shirt 994,Apparel,1437.13,243
3736,LG Washing Machine 159,Home Appliances,503.04,290
3737,Nilkamal Wardrobe 208,Furniture,1311.04,123
3738,Nilkamal Wardrobe 184,Furniture,422.37,148
3739,Apple AirPods 512,Accessories,739.04,374
3740,Colgate Toothpaste 567,Personal Care,395.12,460
3741,Sapiens 206,Books,315.36,497
3742,Lenovo ThinkPad X1 406,Computers,525.38,346
3743,Deep Work 648,Books,875.88,361
3744,Tata Tea Premium 137,Grocery,946.42,49
3745,Tata Tea Premium 195,Grocery,1189.79,53
3746,Nike Air Max 102,Footwear,1496.68,172
3747,MacBook Air M3 234,Computers,1163.1,375
3748,Apple iPhone 15 454,Electronics,63.3,246
3749,Logitech MX Master 3S 208,Electronics,28.27,151
3750,New Balance 574 741,Footwear,729.63,418
3751,Uniqlo Hoodie 261,Apparel,1223.69,427
3752,Zara Linen Shirt 579,Apparel,185.99,284
3753,HP Envy 15 427,Computers,1347.99,257
3754,Prestige Cookware Set 947,Home Appliances,882.95,486
3755,Rich Dad Poor Dad 870,Books,936.65,243
3756,Sony Earbuds 963,Accessories,330.11,363
3757,Godrej Bed 551,Furniture,155.72,452
3758,Whirlpool Refrigerator 252,Home Appliances,970.83,254
3759,Philips Air Fryer 116,Home Appliances,451.99,447
3760,Sony Earbuds 883,Accessories,213.11,228
3761,Nike Air Max 677,Footwear,573.51,149
3762,Apple AirPods 183,Accessories,1216.09,309
3763,Nivea Cream 960,Personal Care,781.76,36
3764,New Balance 574 975,Footwear,1246.4,467
3765,Tata Tea Premium 429,Grocery,1075.53,483
3766,JBL Flip 6 825,Electronics,1217.28,232
3767,New Balance 574 148,Footwear,730.69,446
3768,Sony WH-1000XM5 574,Electronics,878.44,103
3769,Deep Work 244,Books,606.76,95
3770,Deep Work 493,Books,928.61,396
3771,Amul Butter 950,Grocery,568.86,155
3772,Pepperfry Chair 361,Furniture,1471.25,216
3773,Dell XPS 13 516,Computers,767.31,458
3774,LG Washing Machine 618,Home Appliances,1090.28,412
3775,Godrej Bed 336,Furniture,1411.96,63
3776,Deep Work 208,Books,138.44,236
3777,Nivea Cream 938,Personal Care,1085.27,364
3778,Apple iPhone 15 630,Electronics,564.46,33
3779,HP Envy 15 889,Computers,1027.51,316
3780,New Balance 574 467,Footwear,1156.68,157
3781,Dell XPS 13 373,Computers,101.33,311
3782,Anker Power Bank 612,Accessories,1484.78,475
3783,Reebok Classic 952,Footwear,484.1,197
3784,Gap Cargo Pants 216,Apparel,226.74,257
3785,Philips Air Fryer 246,Home Appliances,741.55,203
3786,Tata Tea Premium 451,Grocery,988.96,478
3787,Reebok Classic 563,Footwear,1011.58,232
3788,Amul Butter 781,Grocery,569.56,342
3789,Gap Cargo Pants 305,Apparel,21.01,166
3790,Tata Tea Premium 151,Grocery,1338.53,449
3791,Sony WH-1000XM5 230,Electronics,108.21,386
3792,Asus ROG Zephyrus 714,Computers,152.28,459
3793,Sapiens 861,Books,1414.07,159
3794,Gap Cargo Pants 169,Apparel,57.47,21
3795,Urban Ladder Sofa 150,Furniture,328.73,21
3796,MacBook Air M3 235,Computers,54.02,366
3797,Ponds Face Wash 747,Personal Care,1187.11,333
3798,Rich Dad Poor Dad 314,Books,891.57,246
3799,MacBook Air M3 160,Computers,1047.27,446
3800,Tata Tea Premium 834,Grocery,370.46,420
3801,Nestlé Milk Powder 891,Grocery,1043.06,324
3802,Nilkamal Wardrobe 563,Furniture,284.09,497
3803,Pepperfry Chair 856,Furniture,328.64,150
3804,Dyson Vacuum Cleaner 652,Home Appliances,250.29,391
3805,Deep Work 962,Books,323.64,60
3806,Nike Air Max 679,Footwear,1172.88,364
3807,Dyson Vacuum Cleaner 524,Home Appliances,236.98,289
3808,JBL Flip 6 110,Electronics,276.44,195
3809,Atomic Habits 849,Books,1380.53,111
3810,Nilkamal Wardrobe 298,Furniture,355.8,261
3811,LG Washing Machine 626,Home Appliances,607.88,199
3812,Kellogg’s Corn Flakes 502,Grocery,1107.02,372
3813,Nivea Cream 493,Personal Care,84.65,189
3814,Gap Cargo Pants 188,Apparel,710.58,290
3815,Colgate Toothpaste 146,Personal Care,628.23,155
3816,Nike Air Max 731,Footwear,122.53,131
3817,Dove Shampoo 888,Personal Care,404.96,103
3818,HP Mouse 315,Accessories,167.23,358
3819,Dove Shampoo 740,Personal Care,1259.68,461
3820,HP Mouse 193,Accessories,1486.45,109
3821,Nivea Cream 612,Personal Care,822.03,379
3822,Urban Ladder Sofa 292,Furniture,1217.98,76
3823,Nike Air Max 749,Footwear,1017.47,191
3824,Tata Tea Premium 288,Grocery,1086.29,443
3825,Nilkamal Wardrobe 939,Furniture,1135.59,449
3826,HP Mouse 320,Accessories,1019.82,162
3827,JBL Flip 6 730,Electronics,33.03,151
3828,Kellogg’s Corn Flakes 518,Grocery,611.34,191
3829,Dyson Vacuum Cleaner 801,Home Appliances,873.18,185
3830,Colgate Toothpaste 183,Personal Care,198.24,362
3831,Gap Cargo Pants 423,Apparel,614.26,16
3832,JBL Flip 6 409,Electronics,1299.6,75
3833,Colgate Toothpaste 707,Personal Care,1253.13,284
3834,Urban Ladder Sofa 840,Furniture,427.8,372
3835,Rich Dad Poor Dad 868,Books,767.42,255
3836,Tata Tea Premium 653,Grocery,768.93,281
3837,Asus ROG Zephyrus 882,Computers,1396.09,359
3838,Rich Dad Poor Dad 623,Books,542.6,412
3839,Logitech MX Master 3S 515,Electronics,768.12,270
3840,Dell XPS 13 895,Computers,959.37,151
3841,Dyson Vacuum Cleaner 294,Home Appliances,1260.51,225
3842,Apple AirPods 850,Accessories,1183.68,281
3843,Prestige Cookware Set 903,Home Appliances,8.44,290
3844,Uniqlo Hoodie 397,Apparel,775.61,387
3845,Dyson Vacuum Cleaner 712,Home Appliances,708.35,393
3846,Samsung Charger 998,Accessories,735.87,206
3847,Deep Work 347,Books,387.26,382
3848,Whirlpool Refrigerator 469,Home Appliances,1344.48,383
3849,Deep Work 447,Books,45.99,389
3850,Asus ROG Zephyrus 368,Computers,604.22,83
3851,Prestige Cookware Set 613,Home Appliances,1085.02,344
3852,Sapiens 172,Books,1434.98,432
3853,MacBook Air M3 470,Computers,587.02,449
3854,HP Mouse 243,Accessories,835.88,190
3855,Apple AirPods 492,Accessories,759.22,105
